image_path,claimed_identity,is_genuine,factor,enhance,score,latency_ms
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\136949.jpg,9478,True,2,False,0.6420577764511108,287.92210000392515
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\136949.jpg,9478,True,2,True,0.6101513504981995,298.90270000032615
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\066888.jpg,5656,True,4,False,0.35982197523117065,276.51679999689804
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\066888.jpg,5656,True,4,True,0.3937253952026367,279.2141999962041
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\106981.jpg,644,True,8,False,0.04943300783634186,276.2970000039786
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\106981.jpg,644,True,8,True,0.04974563419818878,292.40890000073705
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\104393.jpg,9093,True,2,False,0.48948946595191956,287.78349999629427
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\104393.jpg,9093,True,2,True,0.4690224528312683,295.64229999959935
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\194610.jpg,6195,True,4,False,0.2781887352466583,293.59600000316277
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\194610.jpg,6195,True,4,True,0.1771014779806137,318.5432000027504
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\188971.jpg,9632,True,8,False,0.09124423563480377,272.99240000138525
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\188971.jpg,9632,True,8,True,0.054886654019355774,285.82879999885336
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178308.jpg,3877,True,2,False,0.5767117738723755,296.28219999722205
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178308.jpg,3877,True,2,True,0.5064305663108826,283.4817000039038
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\124309.jpg,8834,True,4,False,0.3751477897167206,293.3465999958571
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\124309.jpg,8834,True,4,True,0.3640673756599426,226.4876000044751
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\107478.jpg,8971,True,8,False,0.055643536150455475,283.67429999343585
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\107478.jpg,8971,True,8,True,0.044583141803741455,300.91430000175023
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\099000.jpg,8971,True,2,False,0.725529670715332,289.28499999892665
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\099000.jpg,8971,True,2,True,0.6636106967926025,295.79000000376254
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\015772.jpg,6086,True,4,False,0.26128271222114563,288.62130000197794
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\015772.jpg,6086,True,4,True,0.5001909136772156,287.15859999647364
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\100818.jpg,7253,True,8,False,0.1353294998407364,291.9785999984015
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\100818.jpg,7253,True,8,True,0.13192667067050934,289.8622000066098
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\172109.jpg,205,True,2,False,0.07901499420404434,292.5060999987181
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\172109.jpg,205,True,2,True,0.07445995509624481,297.3664000019198
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\095572.jpg,5099,True,4,False,0.7086884379386902,286.39860000112094
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\095572.jpg,5099,True,4,True,0.5408129096031189,288.36320000118576
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\145567.jpg,3655,True,8,False,0.4781583845615387,288.8734000007389
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\145567.jpg,3655,True,8,True,0.4635705351829529,285.4167999976198
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\112183.jpg,9144,True,2,False,0.7524563670158386,290.55760000483133
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\112183.jpg,9144,True,2,True,0.6644001603126526,288.69330000452464
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\025110.jpg,5747,True,4,False,0.3590213656425476,284.87329999916255
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\025110.jpg,5747,True,4,True,0.3742477595806122,286.78470000158995
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\128215.jpg,4150,True,8,False,-0.002823958406224847,278.9437000028556
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\128215.jpg,4150,True,8,True,0.006374719087034464,287.0500999997603
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\175087.jpg,190,True,2,False,0.5826392769813538,274.72259999922244
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\175087.jpg,190,True,2,True,0.5418009161949158,281.7319999958272
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\059246.jpg,310,True,4,False,0.3833310008049011,289.9507000038284
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\059246.jpg,310,True,4,True,0.20560279488563538,290.5419000016991
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\105348.jpg,4936,True,8,False,0.05873068794608116,277.6972000065143
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\105348.jpg,4936,True,8,True,0.09194821119308472,282.185699994443
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\009263.jpg,6719,True,2,False,0.2383308708667755,284.63519999786513
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\009263.jpg,6719,True,2,True,0.2482403665781021,298.00450000038836
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\033658.jpg,9828,True,4,False,0.33113569021224976,313.4567999950377
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\033658.jpg,9828,True,4,True,0.33442214131355286,278.61269999993965
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\169052.jpg,3877,True,8,False,0.03646732121706009,283.69260000181384
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\169052.jpg,3877,True,8,True,0.026251522824168205,284.8782000000938
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\172907.jpg,4069,True,2,False,0.5015842318534851,284.62329999456415
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\172907.jpg,4069,True,2,True,0.42398154735565186,297.013399998832
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\155073.jpg,7524,True,4,False,0.2946675419807434,284.84629999729805
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\155073.jpg,7524,True,4,True,0.17703576385974884,290.47170000558253
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\114735.jpg,8971,True,8,False,0.07604173570871353,287.3548999996274
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\114735.jpg,8971,True,8,True,0.0807226300239563,276.92450000176905
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\065390.jpg,2926,True,2,False,0.37542614340782166,283.18940000463044
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\065390.jpg,2926,True,2,True,0.37664172053337097,281.9678000014392
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\059009.jpg,1167,True,4,False,0.3448944091796875,284.0429999996559
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\059009.jpg,1167,True,4,True,0.3575131595134735,282.5885999991442
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\187578.jpg,5033,True,8,False,0.06621727347373962,282.0495000050869
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\187578.jpg,5033,True,8,True,0.07488847523927689,284.84550000575837
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\129124.jpg,9688,True,2,False,0.6495599150657654,294.430599999032
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\129124.jpg,9688,True,2,True,0.6648557186126709,286.72999999980675
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\174168.jpg,1154,True,4,False,0.2622787356376648,285.47940000134986
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\174168.jpg,1154,True,4,True,0.3567631244659424,286.62079999776324
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\170149.jpg,205,True,8,False,0.049493808299303055,283.08149999793386
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\170149.jpg,205,True,8,True,0.05480356514453888,289.01200000109384
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\057419.jpg,1435,True,2,False,0.48585668206214905,286.2195999987307
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\057419.jpg,1435,True,2,True,0.43333056569099426,292.0684999990044
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\185034.jpg,9489,True,4,False,0.6080484986305237,289.12010000203736
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\185034.jpg,9489,True,4,True,0.5467068552970886,283.2838000031188
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\118467.jpg,5246,True,8,False,0.08644116669893265,283.1458000000566
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\118467.jpg,5246,True,8,True,0.10672955214977264,287.7936000004411
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\046864.jpg,1435,True,2,False,0.5789726376533508,284.5807000048808
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\046864.jpg,1435,True,2,True,0.5498608946800232,295.79410000587814
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\128293.jpg,5747,True,4,False,0.4606732726097107,284.2062999989139
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\128293.jpg,5747,True,4,True,0.42472535371780396,291.9368000002578
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\183306.jpg,6195,True,8,False,0.4371681809425354,285.7113999998546
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\183306.jpg,6195,True,8,True,0.4337450861930847,293.01410000334727
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\056843.jpg,6806,True,2,False,0.6891764402389526,289.56710000056773
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\056843.jpg,6806,True,2,True,0.6953372359275818,308.1549999988056
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\200757.jpg,5872,True,4,False,0.36447182297706604,284.41770000063116
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\200757.jpg,5872,True,4,True,0.31617164611816406,291.0520000004908
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\076427.jpg,655,True,8,False,0.0976286232471466,284.3499000009615
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\076427.jpg,655,True,8,True,0.09171569347381592,281.26740000152495
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\005657.jpg,1147,True,2,False,0.609584391117096,289.42479999386705
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\005657.jpg,1147,True,2,True,0.626291811466217,300.372999998217
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\035751.jpg,4929,True,4,False,0.5011031031608582,279.32410000357777
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\035751.jpg,4929,True,4,True,0.4900316298007965,292.71080000035
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\199824.jpg,7088,True,8,False,0.04775156080722809,286.1463000008371
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\199824.jpg,7088,True,8,True,0.05290023982524872,285.2115000059712
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\181250.jpg,913,True,2,False,0.7836035490036011,282.34710000106134
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\181250.jpg,913,True,2,True,0.7697188258171082,290.7933000024059
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\054840.jpg,7422,True,4,False,0.28122568130493164,284.5891000033589
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\054840.jpg,7422,True,4,True,0.2188476026058197,284.28250000433763
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\141742.jpg,5648,True,8,False,0.04486015811562538,279.27449999697274
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\141742.jpg,5648,True,8,True,0.01706664077937603,285.58580000390066
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178458.jpg,1154,True,2,False,0.5697495937347412,284.2099999979837
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178458.jpg,1154,True,2,True,0.5225640535354614,288.9525999999023
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\180819.jpg,190,True,4,False,0.4297250509262085,277.8831999967224
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\180819.jpg,190,True,4,True,0.2690916061401367,293.9459000044735
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\097124.jpg,1128,True,8,False,0.04619039595127106,281.42940000543604
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\097124.jpg,1128,True,8,True,0.04615261033177376,279.9068999956944
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\158681.jpg,6806,True,2,False,0.9244316816329956,274.9266000028001
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\158681.jpg,6806,True,2,True,0.8786948323249817,284.46809999877587
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\071290.jpg,9144,True,4,False,0.6870002746582031,291.2660000001779
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\071290.jpg,9144,True,4,True,0.6322430968284607,296.8916999961948
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\097453.jpg,4870,True,8,False,0.13726386427879333,285.5820000040694
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\097453.jpg,4870,True,8,True,0.13557372987270355,293.25779999635415
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\017606.jpg,9688,True,2,False,0.6087859272956848,284.96219999942696
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\017606.jpg,9688,True,2,True,0.6506621837615967,295.07749999902444
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\040925.jpg,4150,True,4,False,0.32244873046875,286.7407000012463
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\040925.jpg,4150,True,4,True,0.2855988144874573,297.1227999951225
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\103329.jpg,8091,True,8,False,0.07292180508375168,300.4046999994898
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\103329.jpg,8091,True,8,True,0.0736713781952858,297.0426000028965
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\089186.jpg,975,True,2,False,0.21238650381565094,304.65719999483554
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\089186.jpg,975,True,2,True,0.2851119339466095,289.40139999758685
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\113121.jpg,5648,True,4,False,0.12568272650241852,280.89840000029653
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\113121.jpg,5648,True,4,True,0.4191574156284332,292.81609999452485
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\182530.jpg,1350,True,8,False,0.03377046063542366,289.867299994512
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\182530.jpg,1350,True,8,True,0.03993162512779236,280.2899000016623
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\198974.jpg,5872,True,2,False,0.47488147020339966,294.5296999969287
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\198974.jpg,5872,True,2,True,0.42542585730552673,286.9991999978083
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\008925.jpg,6368,True,4,False,0.2804507315158844,280.90440000232775
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\008925.jpg,6368,True,4,True,0.2991850674152374,283.3422999974573
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\170013.jpg,1154,True,8,False,0.07600247114896774,274.0462000001571
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\170013.jpg,1154,True,8,True,0.07668808102607727,281.5517999988515
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178265.jpg,3200,True,2,False,0.6068375110626221,287.20289999910165
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178265.jpg,3200,True,2,True,0.5479354858398438,295.5805000019609
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\137740.jpg,8,True,4,False,0.42000630497932434,291.64899999886984
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\137740.jpg,8,True,4,True,0.3260820806026459,288.8457999943057
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\093844.jpg,6277,True,8,False,0.051157522946596146,292.14569999749074
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\093844.jpg,6277,True,8,True,0.05360409989953041,285.93199999886565
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\123400.jpg,2835,True,2,False,0.330990731716156,289.9342000018805
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\123400.jpg,2835,True,2,True,0.26586267352104187,299.79460000322433
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\116833.jpg,7524,True,4,False,0.39357584714889526,284.8156999971252
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\116833.jpg,7524,True,4,True,0.47096261382102966,285.3133999960846
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\161411.jpg,8834,True,8,False,0.023469913750886917,287.2830000051181
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\161411.jpg,8834,True,8,True,0.03162411227822304,286.1695999963558
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\038062.jpg,5780,True,2,False,0.555690348148346,288.6367999963113
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\038062.jpg,5780,True,2,True,0.5587903261184692,289.9952999941888
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\069344.jpg,5437,True,4,False,0.5005433559417725,284.26259999832837
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\069344.jpg,5437,True,4,True,0.43047475814819336,292.5909999976284
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\074119.jpg,6086,True,8,False,0.10128903388977051,284.6798000027775
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\074119.jpg,6086,True,8,True,0.10935451090335846,293.632399996568
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\049378.jpg,8908,True,2,False,0.4460810124874115,281.7748999950709
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\049378.jpg,8908,True,2,True,0.3840164840221405,283.0885000003036
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\056698.jpg,6368,True,4,False,0.46617838740348816,287.830599998415
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\056698.jpg,6368,True,4,True,0.4788762927055359,291.8372999993153
