image_path,claimed_identity,is_genuine,occlusion_type,robust,score,latency_ms
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\061232.jpg,503,True,mask,True,0.346076637506485,11428.076899996086
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\145253.jpg,5127,True,glasses,False,0.4904552102088928,328.1760000027134
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\145253.jpg,5127,True,glasses,True,0.4904552102088928,278.25229999871226
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\012403.jpg,2926,True,mask,False,0.04099693149328232,266.29010000033304
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\012403.jpg,2926,True,mask,True,0.03356146067380905,280.8653999964008
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\111403.jpg,9144,True,glasses,False,0.6229122281074524,285.31289999955334
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\111403.jpg,9144,True,glasses,True,0.6229122281074524,285.8371999973315
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\101217.jpg,898,True,mask,False,0.31127414107322693,280.06259999528993
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\101217.jpg,898,True,mask,True,0.30844318866729736,11333.214999998745
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\074610.jpg,975,True,glasses,False,0.287726491689682,287.6872999986517
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\074610.jpg,975,True,glasses,True,0.287726491689682,300.16149999573827
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\144524.jpg,8908,True,mask,False,0.9276720285415649,281.1455999981263
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\144524.jpg,8908,True,mask,True,0.9281428456306458,11291.324899997562
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\139400.jpg,2926,True,glasses,False,0.217863067984581,286.0335000004852
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\139400.jpg,2926,True,glasses,True,0.217863067984581,283.0905000009807
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178718.jpg,190,True,mask,False,0.10886424034833908,293.7367999984417
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\178718.jpg,190,True,mask,True,0.11776112765073776,11607.21690000355
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\094081.jpg,5672,True,glasses,False,0.45157766342163086,281.67019999818876
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\094081.jpg,5672,True,glasses,True,0.45157766342163086,294.48869999760063
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\089925.jpg,6806,True,mask,False,0.010195603594183922,297.6079000000027
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\089925.jpg,6806,True,mask,True,0.024316372349858284,11235.690599998634
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\172977.jpg,3236,True,glasses,False,0.5141512155532837,282.18800000468036
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\172977.jpg,3236,True,glasses,True,0.5141512155532837,280.9412999995402
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\143777.jpg,1147,True,mask,False,0.0942940041422844,289.1832999957842
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\143777.jpg,1147,True,mask,True,0.09658493846654892,11206.816799996886
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\124912.jpg,6719,True,glasses,False,0.5311590433120728,281.6834000041126
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\124912.jpg,6719,True,glasses,True,0.5311590433120728,279.4503999975859
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\165167.jpg,1154,True,mask,False,0.11147908121347427,282.06860000500455
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\165167.jpg,1154,True,mask,True,0.12563438713550568,11286.858600004052
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\010150.jpg,8834,True,glasses,False,0.5923730134963989,279.14030000101775
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\010150.jpg,8834,True,glasses,True,0.5923730134963989,287.3085999963223
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\112995.jpg,5190,True,mask,False,0.05143605172634125,280.3550999960862
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\112995.jpg,5190,True,mask,True,0.05144878476858139,11303.10759999702
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\193319.jpg,6195,True,glasses,False,0.35480841994285583,284.6644000019296
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\193319.jpg,6195,True,glasses,True,0.35480841994285583,285.5254999958561
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\037955.jpg,3336,True,mask,False,0.04915563017129898,293.47259999485686
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\037955.jpg,3336,True,mask,True,0.08544785529375076,11711.49859999423
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\009101.jpg,310,True,glasses,False,0.29388532042503357,282.21920000214595
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\009101.jpg,310,True,glasses,True,0.29388532042503357,279.9462000039057
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\089198.jpg,7253,True,mask,False,0.12950298190116882,300.084100003005
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\089198.jpg,7253,True,mask,True,0.14655442535877228,11266.744399996242
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\038250.jpg,5190,True,glasses,False,0.4709329605102539,291.47769999690354
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\038250.jpg,5190,True,glasses,True,0.4709329605102539,285.98280000005616
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\137424.jpg,4150,True,mask,False,0.017669979482889175,287.7387999978964
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\137424.jpg,4150,True,mask,True,0.017395978793501854,11199.55040000059
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\169673.jpg,1120,True,glasses,False,0.36026203632354736,283.51009999460075
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\169673.jpg,1120,True,glasses,True,0.36026203632354736,298.13149999972666
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\146146.jpg,9910,True,mask,False,0.96811443567276,290.8657000007224
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\146146.jpg,9910,True,mask,True,0.9702014923095703,11329.632900000433
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\072850.jpg,7222,True,glasses,False,0.45486488938331604,283.59479999926407
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\072850.jpg,7222,True,glasses,True,0.45486488938331604,284.817200001271
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\031610.jpg,310,True,mask,False,0.3436909317970276,285.60450000077253
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\031610.jpg,310,True,mask,True,0.3419252038002014,11298.414999997476
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\027075.jpg,8834,True,glasses,False,0.36771807074546814,890.5558999977075
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\027075.jpg,8834,True,glasses,True,0.36771807074546814,212.46789999713656
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\004003.jpg,9939,True,mask,False,0.009659882634878159,266.09800000005635
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\004003.jpg,9939,True,mask,True,0.09794507175683975,11859.99460000312
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\079338.jpg,5210,True,glasses,False,0.5077282786369324,281.6763999944669
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\079338.jpg,5210,True,glasses,True,0.5077282786369324,280.3404000005685
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\031415.jpg,5648,True,mask,False,0.03301483392715454,297.41590000048745
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\031415.jpg,5648,True,mask,True,0.032695043832063675,11246.94140000065
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\014632.jpg,6368,True,glasses,False,0.4050148129463196,286.91039999830537
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\014632.jpg,6368,True,glasses,True,0.4050148129463196,281.203500002448
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\124443.jpg,1435,True,mask,False,0.03838926926255226,285.67219999968074
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\124443.jpg,1435,True,mask,True,0.055173635482788086,11344.265300002007
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\022492.jpg,4929,True,glasses,False,0.5642377734184265,279.99070000078063
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\022492.jpg,4929,True,glasses,True,0.5642377734184265,285.2463000017451
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\171590.jpg,1350,True,mask,False,0.04440219700336456,288.12440000183415
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\171590.jpg,1350,True,mask,True,0.040054623037576675,290.35779999685474
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\198391.jpg,5575,True,glasses,False,0.33143094182014465,330.63119999860646
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\198391.jpg,5575,True,glasses,True,0.33143094182014465,287.77439999976195
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\128737.jpg,8748,True,mask,False,0.0813983678817749,285.8873000004678
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\128737.jpg,8748,True,mask,True,0.2511979937553406,11198.482500003593
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\133189.jpg,1149,True,glasses,False,0.6129021644592285,279.9849000002723
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\133189.jpg,1149,True,glasses,True,0.6129021644592285,300.1224000036018
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\082719.jpg,2926,True,mask,False,0.026926685124635696,293.40660000161733
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\082719.jpg,2926,True,mask,True,0.13432621955871582,279.76490000583
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\037113.jpg,975,True,glasses,False,0.5048984289169312,282.6578000021982
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\037113.jpg,975,True,glasses,True,0.5048984289169312,293.2626999972854
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\187075.jpg,7088,True,mask,False,0.0441618338227272,297.00320000119973
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\187075.jpg,7088,True,mask,True,0.06060246378183365,11392.614600001252
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\049882.jpg,4936,True,glasses,False,0.4600951373577118,280.8236999990186
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\049882.jpg,4936,True,glasses,True,0.4600951373577118,285.61749999789754
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\084744.jpg,5656,True,mask,False,0.21246007084846497,284.87460000178544
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\084744.jpg,5656,True,mask,True,0.2616901099681854,290.93380000267643
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\058879.jpg,5747,True,glasses,False,0.35291892290115356,287.9864999995334
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\058879.jpg,5747,True,glasses,True,0.35291892290115356,289.6376999997301
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\065390.jpg,2926,True,mask,False,0.024211827665567398,288.26590000244323
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\065390.jpg,2926,True,mask,True,0.024449041113257408,11478.089900003397
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\146298.jpg,7253,True,glasses,False,0.43826231360435486,282.1327999990899
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\146298.jpg,7253,True,glasses,True,0.43826231360435486,289.96779999579303
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\012187.jpg,5780,True,mask,False,0.22448210418224335,279.09440000075847
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\012187.jpg,5780,True,mask,True,0.22449080646038055,11224.102799998946
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\114933.jpg,5922,True,glasses,False,0.485591322183609,277.3365000030026
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\114933.jpg,5922,True,glasses,True,0.485591322183609,279.35710000019753
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\192491.jpg,5033,True,mask,False,0.0613347552716732,215.00830000150017
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\192491.jpg,5033,True,mask,True,0.08598902076482773,278.15520000149263
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\186501.jpg,5575,True,glasses,False,0.5590250492095947,284.98949999629986
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\186501.jpg,5575,True,glasses,True,0.5590250492095947,287.0178000011947
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\180972.jpg,1154,True,mask,False,0.11240905523300171,285.73960000358056
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\180972.jpg,1154,True,mask,True,0.10044500231742859,279.72540000337176
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\024009.jpg,1167,True,glasses,False,0.4522790312767029,282.70940000220435
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\024009.jpg,1167,True,glasses,True,0.4522790312767029,285.3744999956689
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\063991.jpg,1104,True,mask,False,-0.00897398591041565,295.1297999970848
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\063991.jpg,1104,True,mask,True,-0.010471472516655922,11331.340400000045
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\192926.jpg,6195,True,glasses,False,0.38115257024765015,280.6239999990794
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\192926.jpg,6195,True,glasses,True,0.38115257024765015,290.40600000007544
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\185126.jpg,9489,True,mask,False,0.0916624367237091,301.71460000565276
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\185126.jpg,9489,True,mask,True,0.11708105355501175,11284.662799997022
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\148073.jpg,5238,True,glasses,False,0.545590341091156,282.4380000020028
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\148073.jpg,5238,True,glasses,True,0.545590341091156,280.52620000380557
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\186040.jpg,5791,True,mask,False,0.03057662397623062,283.55939999892144
D:\Bartek\coding\biometria\facial_auth\celeba_subset\img_align_celeba\186040.jpg,5791,True,mask,True,0.13027054071426392,11757.346400001552
